original,extracted,locus,primary_name,organism,is_putida
sp|Q88EV7|Q88EV7_PSEPK Pp_4345,Q88EV7,PP_4345,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EV9|Q88EV9_PSEPK Flhf,Q88EV9,PP_4343,flhF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EW0|Q88EW0_PSEPK Flen,Q88EW0,PP_4342,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EW1|Q88EW1_PSEPK Flia,Q88EW1,PP_4341,fliA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EW2|Q88EW2_PSEPK Chey,Q88EW2,PP_4340,cheY,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EW3|CHEZ_PSEPK Chez,Q88EW3,PP_4339,cheZ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EW4|Q88EW4_PSEPK Chea,Q88EW4,PP_4338,cheA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EW5|CHEB1_PSEPK Cheb1,Q88EW5,PP_4337,cheB1,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EW6|Q88EW6_PSEPK Mota,Q88EW6,PP_4336,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EW7|Q88EW7_PSEPK Motb,Q88EW7,PP_4335,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EW8|Q88EW8_PSEPK Pp_4334,Q88EW8,PP_4334,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EW9|Q88EW9_PSEPK Pp_4333,Q88EW9,PP_4333,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EX0|Q88EX0_PSEPK Chew,Q88EX0,PP_4332,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EX1|Q88EX1_PSEPK Pp_4331,Q88EX1,PP_4331,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EX5|CCMA_PSEPK Ccma,Q88EX5,PP_4327,ccmA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EX9|CCME_PSEPK Ccme,Q88EX9,PP_4323,ccmE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EY0|Q88EY0_PSEPK Ccmf,Q88EY0,PP_4322,ccmF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EY1|Q88EY1_PSEPK Dsbe,Q88EY1,PP_4321,ccmG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EY2|Q88EY2_PSEPK Pp_4319,Q88EY2,PP_4319,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EY4|Q88EY4_PSEPK Pp_4316,Q88EY4,PP_4316,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EY5|Q88EY5_PSEPK Pp_4315,Q88EY5,PP_4315,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EY6|Q88EY6_PSEPK Pp_4314,Q88EY6,PP_4314,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EY7|Q88EY7_PSEPK Pp_4313,Q88EY7,PP_4313,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EY9|Q88EY9_PSEPK Pp_4311,Q88EY9,PP_4311,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EZ0|Q88EZ0_PSEPK Pp_4310,Q88EZ0,PP_4310,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EZ2|Q88EZ2_PSEPK Pp_4308,Q88EZ2,PP_4308,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EZ4|Q88EZ4_PSEPK Pp_4306,Q88EZ4,PP_4306,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EZ5|Q88EZ5_PSEPK Pp_4305,Q88EZ5,PP_4305,sbp-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88EZ9|Q88EZ9_PSEPK Pykf,Q88EZ9,PP_4301,pyk,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F01|Q88F01_PSEPK Glxr,Q88F01,PP_4299,glxR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F02|Q88F02_PSEPK Hyi,Q88F02,PP_4298,hyi,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F03|Q88F03_PSEPK Gcl,Q88F03,PP_4297,gcl,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F05|Q88F05_PSEPK Pp_4295,Q88F05,PP_4295,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F06|Q88F06_PSEPK Pp_4294,Q88F06,PP_4294,yedI,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F07|Q88F07_PSEPK Pp_4293,Q88F07,PP_4293,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F11|Q88F11_PSEPK Pp_4289,Q88F11,PP_4289,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F12|Q88F12_PSEPK Pp_4287,Q88F12,PP_4287,pucL,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F13|Q88F13_PSEPK Pp_4286,Q88F13,PP_4286,puuE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F14|Q88F14_PSEPK Pp_4285,Q88F14,PP_4285,pucM,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F16|Q88F16_PSEPK Pp_4283,Q88F16,PP_4283,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F18|Q88F18_PSEPK Gad,Q88F18,PP_4281,guaD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F20|Q88F20_PSEPK Xdhb,Q88F20,PP_4279,xdhB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F21|Q88F21_PSEPK Xdha,Q88F21,PP_4278,xdhA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F22|Q88F22_PSEPK Pp_4277,Q88F22,PP_4277,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F23|Q88F23_PSEPK Smc,Q88F23,PP_4276,smc,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F24|ZIPA_PSEPK Zipa,Q88F24,PP_4275,zipA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F25|DNLJ_PSEPK Liga,Q88F25,PP_4274,ligA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F30|Q88F30_PSEPK Dnax,Q88F30,PP_4269,dnaX,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F31|Y4268_PSEPK Pp_4268,Q88F31,PP_4268,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F32|RECR_PSEPK Recr,Q88F32,PP_4267,recR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F33|APT_PSEPK Apt,Q88F33,PP_4266,apt,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F34|Q88F34_PSEPK Anr,Q88F34,PP_4265,fnrA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F35|Q88F35_PSEPK Hemn,Q88F35,PP_4264,hemN,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F38|Q88F38_PSEPK Pp_4261,Q88F38,PP_4261,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F39|Q88F39_PSEPK Pp_4260,Q88F39,PP_4260,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F40|Q88F40_PSEPK Pp_4259,Q88F40,PP_4259,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F41|Q88F41_PSEPK Ccop-2,Q88F41,PP_4258,ccoP-II,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F43|Q88F43_PSEPK Ccoo-2,Q88F43,PP_4256,ccoO-II,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F44|Q88F44_PSEPK Ccon-2,Q88F44,PP_4255,ccoN-II,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F46|Q88F46_PSEPK Ccop-1,Q88F46,PP_4253,ccoP-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F48|Q88F48_PSEPK Ccoo-1,Q88F48,PP_4251,ccoO-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F49|Q88F49_PSEPK Ccon-1,Q88F49,PP_4250,ccoN-I,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F50|Q88F50_PSEPK Pp_4249,Q88F50,PP_4249,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F51|Y4248_PSEPK Pp_4248,Q88F51,PP_4248,ppnP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F62|Q88F62_PSEPK Dsbg,Q88F62,PP_4237,dsbG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F66|Q88F66_PSEPK Pp_4232,Q88F66,PP_4232,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F67|Q88F67_PSEPK Pp_4231,Q88F67,PP_4231,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F70,Q88F70,PP_4228,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F73,Q88F73,PP_4225,qseB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F75|Q88F75_PSEPK Pp_4223,Q88F75,PP_4223,pvdH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F78|Q88F78_PSEPK Pp_4220,Q88F78,PP_4220,pvdJ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F80|Q88F80_PSEPK Pp_4218,Q88F80,PP_4218,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F81|Q88F81_PSEPK Fpva,Q88F81,PP_4217,fpvA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F82|Q88F82_PSEPK Pvde,Q88F82,PP_4216,pvdE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F83|Q88F83_PSEPK Pp_4215,Q88F83,PP_4215,pvdO,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F84|Q88F84_PSEPK Pp_4214,Q88F84,PP_4214,pvdN,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F85|Q88F85_PSEPK Pp_4213,Q88F85,PP_4213,pvdM,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F86|Q88F86_PSEPK Pp_4212,Q88F86,PP_4212,pvdP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F95|Q88F95_PSEPK Pp_4203,Q88F95,PP_4203,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F96|Q88F96_PSEPK Pp_4202,Q88F96,PP_4202,etfB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F97|Q88F97_PSEPK Pp_4201,Q88F97,PP_4201,etfA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F98|Q88F98_PSEPK Pp_4200,Q88F98,PP_4200,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88F99|Q88F99_PSEPK Pp_4199,Q88F99,PP_4199,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FA0|Q88FA0_PSEPK Pp_4198,Q88FA0,PP_4198,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FA1|Q88FA1_PSEPK Pp_4197,Q88FA1,PP_4197,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FA4|Q88FA4_PSEPK Glta,Q88FA4,PP_4194,gltA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FA5|Q88FA5_PSEPK Sdhc,Q88FA5,PP_4193,sdhC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FA6|Q88FA6_PSEPK Sdhd,Q88FA6,PP_4192,sdhD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FA7|Q88FA7_PSEPK Sdha,Q88FA7,PP_4191,sdhA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FA8|Q88FA8_PSEPK Sdhb,Q88FA8,PP_4190,sdhB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FA9|Q88FA9_PSEPK Kgda,Q88FA9,PP_4189,sucA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FB0|Q88FB0_PSEPK Kgdb,Q88FB0,PP_4188,sucB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FB1|Q88FB1_PSEPK Lpdg,Q88FB1,PP_4187,lpdG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FB2|SUCC_PSEPK Succ,Q88FB2,PP_4186,sucC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FB3|Q88FB3_PSEPK Sucd,Q88FB3,PP_4185,sucD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FB5|Q88FB5_PSEPK Pp_4183,Q88FB5,PP_4183,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FB8|Q88FB8_PSEPK PP_4180,Q88FB8,PP_4180,yigI,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FB9|HTPG_PSEPK Htpg,Q88FB9,PP_4179,htpG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FC0|Q88FC0_PSEPK Pp_4178,Q88FC0,PP_4178,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FC1|Q88FC1_PSEPK Pp_4177,Q88FC1,PP_4177,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FC3|Q88FC3_PSEPK Fabb,Q88FC3,PP_4175,fabB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FC4|FABA_PSEPK Faba,Q88FC4,PP_4174,fabA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FC5|Q88FC5_PSEPK Pp_4173,Q88FC5,PP_4173,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FC6|Q88FC6_PSEPK Pp_4172,Q88FC6,PP_4172,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FC9|GPDA_PSEPK Gpsa,Q88FC9,PP_4169,gpsA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FD0|Q88FD0_PSEPK Pp_4168,Q88FD0,PP_4168,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FD1|Q88FD1_PSEPK Sixa,Q88FD1,PP_4167,sixA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FD4|Q88FD4_PSEPK Pp_4164,Q88FD4,PP_4164,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FD5|Q88FD5_PSEPK Pp_4163,Q88FD5,PP_4163,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FD9|Q88FD9_PSEPK Kdpd,Q88FD9,PP_4158,kdpD,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FE0|Q88FE0_PSEPK Kdpe,Q88FE0,PP_4157,kdpE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FE6|Q88FE6_PSEPK Pp_4151,Q88FE6,PP_4151,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FE7|Q88FE7_PSEPK Pp_4150,Q88FE7,PP_4150,yejF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FE9|Q88FE9_PSEPK Pp_4148,Q88FE9,PP_4148,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FF0|Q88FF0_PSEPK Pp_4147,Q88FF0,PP_4147,yejA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FF1|Q88FF1_PSEPK Pp_4146,Q88FF1,PP_4146,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FF3|GLO2_PSEPK Glob,Q88FF3,PP_4144,gloB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FF5|RNH_PSEPK Rnha,Q88FF5,PP_4142,rnhA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FF6|Q88FF6_PSEPK Dnaq,Q88FF6,PP_4141,dnaQ,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FF8|CHRR_PSEPK Pp_4138,Q88FF8,PP_4138,chrR,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FF9|Q88FF9_PSEPK Pp_4137,Q88FF9,PP_4137,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FG5|Q88FG5_PSEPK Nuon,Q88FG5,PP_4131,nuoN,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FG6|Q88FG6_PSEPK Nuom,Q88FG6,PP_4130,nuoM,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FG7|Q88FG7_PSEPK Nuol,Q88FG7,PP_4129,nuoL,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FG8|NUOK_PSEPK Nuok,Q88FG8,PP_4128,nuoK,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FH0|NUOI_PSEPK Nuoi,Q88FH0,PP_4126,nuoI,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FH1|NUOH_PSEPK Nuoh,Q88FH1,PP_4125,nuoH,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FH2|NUOG_PSEPK Nuog,Q88FH2,PP_4124,nuoG,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FH3|Q88FH3_PSEPK Nuof,Q88FH3,PP_4123,nuoF,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FH4|Q88FH4_PSEPK Nuoe,Q88FH4,PP_4122,nuoE,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FH5|NUOCD_PSEPK Nuoc,Q88FH5,PP_4121,nuoC,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FH6|NUOB_PSEPK Nuob,Q88FH6,PP_4120,nuoB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FH7|NUOA_PSEPK Nuoa,Q88FH7,PP_4119,nuoA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FI0|Q88FI0_PSEPK Acea,Q88FI0,PP_4116,aceA,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FI1|Q88FI1_PSEPK Pp_4115,Q88FI1,PP_4115,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FI2|Q88FI2_PSEPK Pp_4114,Q88FI2,PP_4114,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FI4|EFG2_PSEPK Fusb,Q88FI4,PP_4111,fusB,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
sp|Q88FI6|Q88FI6_PSEPK Pp_4109,Q88FI6,PP_4109,,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),TRUE
